id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33
/Users/leyangloh/dev/main-lizard/backend/sessions/session_20250625_115003_6dfbba42/uploads/processed_May 30th 1_05-30-2024 14_04_04_1-65.jpg,1_1_2350_2942,1.0,1.0,2350.0,2942.0,200.0,1328.0,232.0,2176.0,1131.0,2636.0,1162.0,2508.0,1192.0,2402.0,1232.0,2270.0,1082.0,2512.0,1040.0,2416.0,976.0,2288.0,1115.0,2428.0,1112.0,2332.0,1102.0,2242.0,1104.0,2158.0,1177.0,2074.0,1439.0,2028.0,1443.0,2246.0,1444.0,2411.0,1033.0,2074.0,762.0,2072.0,790.0,2284.0,806.0,2452.0,1076.0,1466.0,1058.0,1356.0,1046.0,1288.0,1120.0,1348.0,1462.0,1324.0,1400.0,1013.0,1588.0,936.0,1747.0,796.0,996.0,1364.0,644.0,1376.0,648.0,1060.0,454.0,1005.0,278.0,898.0
