id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33
C:\Users\trevi\OneDrive\Desktop\GT\8903 - Research Research\Lizard-Xray\Lizard-CV-Web-App\backend\upload\processed_June 1st 1_06-01-2024 10_22_51_1-3_1746740057_2332.jpg,1_1_2350_2942,1.0,1.0,2350.0,2942.0,296.0,1280.0,296.0,1968.0,1306.0,2844.0,1356.0,2606.0,1393.0,2512.0,1448.0,2336.0,1254.0,2606.0,1213.0,2508.0,1168.0,2338.0,1308.0,2539.0,1308.0,2413.0,1307.0,2313.0,1307.0,2198.0,1382.0,2092.0,1675.0,2040.0,1650.0,2260.0,1628.0,2436.0,1224.0,2096.0,940.0,2062.0,964.0,2284.0,994.0,2458.0,1320.0,1426.0,1320.0,1324.0,1318.0,1248.0,1372.0,1290.0,1720.0,1234.0,1680.0,930.0,1838.0,851.0,2001.0,680.0,1260.0,1295.0,908.0,1276.0,906.0,972.0,742.0,920.0,588.0,741.0
