id,box_id,box_top,box_left,box_width,box_height,X0,Y0,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33
/Users/leyangloh/dev/main-lizard/backend/sessions/session_20250625_135515_885b3031/uploads/processed_May 30th 2_05-30-2024 14_27_28_1-10.jpg,1_1_2350_2942,1.0,1.0,2350.0,2942.0,244.0,1264.0,252.0,1958.0,1254.0,2712.0,1288.0,2515.0,1312.0,2418.0,1358.0,2272.0,1202.0,2518.0,1170.0,2428.0,1108.0,2284.0,1243.0,2442.0,1238.0,2340.0,1230.0,2256.0,1226.0,2160.0,1290.0,2060.0,1552.0,2042.0,1548.0,2252.0,1534.0,2414.0,1148.0,2066.0,888.0,2054.0,914.0,2264.0,927.0,2416.0,1220.0,1452.0,1224.0,1344.0,1224.0,1264.0,1278.0,1330.0,1590.0,1314.0,1578.0,1038.0,1732.0,971.0,1869.0,826.0,1168.0,1332.0,856.0,1332.0,868.0,1052.0,708.0,992.0,552.0,859.0
